id_code,cohort,start_time,end_time,duration,USborn,18plus,RUniYrs,School year,major,ratereading,ratewriting,ratespeaking,accent,born outside,engfirst,polideo,partypick,agecomeus,ssn,religion,othrel,denom,collcredits,englevel,firstlang,prevexp,expparticip,firstlogin,FathEd,FathOcc,MothEd,Income,class,gender,SelfIncome,marital,comfyspkreadeng,ADHD,learndisability,skinallergy,headinjury,turn18quarter,gpa,mothocc,closerparty,Ethnic,hispdetail,hispother,asiandetail,asianother,ethdenomination,affirmgoodfaith,usemydata,handedness,birthdate,plan4yearuni,age,wheremomborn,wheremomraised,wheredadborn,wheredadraised,stateborn,fatigue,teethclench,templesach,mouthwide,jawjoint,clickjoint,Motheth,mothethexp,fatheth,fathethexp,socpsychclass,missionfoothill,grindwakeful,majorconc,highestdegstrin,otherdegree,SES,acknowledge,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,learnid_1,learnid_2,learnid_3,gms.in_1,gms.in_2,childunder18,clenchwakeful,grindteeth,clenchteeth,dentition,wmnpromote,geninequalex,geninequalprob,geninequalhigh,discrimnoprob,discrimjobs,sexisttv,menwomeneq,womenmenop,opsociety,allgrpadvance,lowtohighstatus,certaingroups,baldistribution,operlaptop,operphone,phonecard,definementor,hopementee,goalsmentor,somementor,benfitmentor,gaystraight,pellgrant,mancomplete,specialfavor,innocentremark,womeasily,qualitypure,womcherish,womcontrol,womexagg,womfaircomp,fewwomteas,womsuperior,feminists,womrefined
63889,Sum17,7/2/2017 15:48,7/2/2017 16:10,22,1,1,1,3,Psychology,5,4,4,1,N/A,0,2,1,0,1,3,NA,1,26,5,Tamil,1,"Here, in this program","Yes,  I have been in the REP before and this is my original REP account",5,Software Engineer,6,11,4,2,14,1,1,1,1,1,1,2,3.89,Teaching Assistant,4,4,8,N/A,6,Indian,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,9/25/1998,6,18,"Sivikasi, Tamil Nadu, India","Sivikasi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",CA,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,10,3,[Decline to Answer],6,1,4,2,1,6,5,5,2,2,4,2,4,2,1,2,2,2,3,6,6,6,2,5,2,4,3,2,2,5,6,2,2,5,2,Someone to look up to and learn from and someone whose work one aims to achieve or admires.,Lessons that will help me later in the future.,To be successful in my career.,2,[Decline to Answer],2,2,1,3,4,4,3,3,2,2,3,4,5,5,5
64255,Sum17,7/5/2017 15:47,7/5/2017 16:12,25,1,0,0,1,undecided,4,4,4,1,N/A,1,4,2,0,1,2,N/A,4,16,5,English,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",7,Military doctor,6,1,4,2,14,1,1,1,1,1,1,0,4,Senior engineer,1,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/5/2000,6,17,"Haimen, China","Haimen, China","Shanghai, China",Shanghai. China,CA,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,1,1,[Decline to Answer],7,1,5,5,4,4,4,3,5,5,5,5,5,2,2,1,2,2,6,5,5,4,3,4,5,5,5,6,6,5,3,3,1,5,1,Mentor is someone you look up to who is willing to help you too.,A path to achieve your goals,figuring out what to do and how to get there,1,they guide me through hard times,2,2,5,3,3,4,3,6,3,3,2,4,5,5,5
65140,Sum17,7/3/2017 19:46,7/3/2017 20:44,58,1,1,Four,5,Kinesiology and Psychology,5,5,5,1,N/A,1,5,1,0,1,2,N/A,2,107,5,English,1,I am a Stanford REP repeat participant.,"Yes,  I have been in the REP before and this is my original REP account",5,Retirement Analyst for the City of San Jose,5,11,2,2,14,1,1,0,0,0,0,2,3.985,Elementary School Teacher for second grade.,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/15/1988,6,29,"My mother was born in Palo Alto, California in the United States.","My mother was raised in Sunnyvale, California in the United States.","My dad was born in Grand Forks, North Dakota in the United States.","My father was raised in Alvarado, Minnesota in the United States.",CA,2,2,2,2,2,2,1,N/A,1,N/A,2,1,1,10,3,I did not answer other.  I have a high school diploma.,3,1,1,2,1,6,5,6,6,6,6,1,6,2,2,2,2,2,7,7,5,5,3,4,3,3,5,7,7,5,1,3,1,7,2,"A mentor is a person who likes to coach, guide and teach someone about life skills and experiences.",I would hope to become friends and keep in touch with emails or texts.,"With my ideal mentor, I would learn how to become a really good sports nutritionist.",1,My mother is an elementary school teacher and I have learned a good work ethic from her.,2,1,1,1,1,1,1,7,2,2,1,7,2,7,7
65155,Sum17,7/6/2017 15:20,7/6/2017 15:39,19,1,1,5,6,Biology,4,4,4,0,N/A,1,4,5,0,1,6,N/A,1,274,5,English,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",4,Engineer,2,8,3,2,3,1,1,0,0,0,0,2,2.6,Accountant,1,4,8,N/A,1,Taiwanese,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/16/1993,7,24,"Taipei, Taiwan","Taipei, Taiwan","Zhang Hua, Taiwan","Zhang Hua, Taiwan","San Jose, CA",2,2,1,2,2,2,4,N/A,4,N/A,1,2,2,10,5,[Decline to Answer],5,1,2,5,1,6,5,6,4,5,5,5,6,2,2,2,2,2,5,6,6,5,2,5,2,7,3,3,2,7,6,3,2,8,2,Someone that is there to guide you when you need help,To be able to gain more understanding/insight of what I do not know or unsure of,To be able to do more than what is expected of me,2,[Decline to Answer],2,2,1,3,2,3,5,4,3,6,5,2,5,3,6
65251,Sum17,7/2/2017 17:23,7/2/2017 17:40,17,1,1,3,4,Business Admin,5,5,5,1,N/A,1,2,1,0,1,2,n/a,2,45,5,English,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",3,CNA,3,7,3,2,14,1,1,0,0,0,0,2,2.75,Undergraduate Admissions,2,4,8,n/a,4,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/29/1996,6,21,"Tanza, Cavite, Philippines","Tanza, Cavite, Philippines","Tanza, Cavite, Philippines","Tanza, Cavite, Philippines",CA,1,2,1,2,1,1,4,Filipino,4,Filipino,2,1,1,10,3,[Decline to Answer],4,1,1,1,1,7,7,7,6,6,6,1,6,2,1,2,2,1,5,7,7,7,1,6,1,1,1,1,1,7,7,2,2,5,2,A mentor is someone who guides you and someone who you admire. They help you with your way to success.,I would hope to get advice on what steps I need to take to be successful.,The goals I would hope to work towards is making a name for myself in the fashion/cosmetic industry.,2,[Decline to Answer],2,2,2,3,2,2,4,6,2,2,3,5,4,6,6
66082,Sum17,6/28/2017 20:14,6/28/2017 20:42,28,1,1,2,3,Psychology,3,3,3,1,N/A,1,4,4,0,1,2,N/A,4,N/A,3,[Decline to Answer],0,[Decline to Answer],"Yes,  I have been in the REP before and this is my original REP account",7,N/A,7,7,4,2,14,3,1,0,0,0,0,2,25,N/A,4,3,1,N/A,6,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,N/A,6,N/A,N/A,N/A,N\A,N\A,N\A,2,2,2,2,2,2,3,Hispanic,3,N/A,2,1,1,10,3,[Decline to Answer],7,1,4,4,4,4,4,4,4,5,5,4,4,1,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,8,2,A helper,[Decline to Answer],[Decline to Answer],2,[Decline to Answer],2,2,7,4,4,4,6,4,4,5,4,4,4,4,4
67324,Sum17,7/6/2017 19:19,7/6/2017 20:00,41,1,1,4,7,Accounting,5,5,5,1,N/A,1,1,1,0,1,2,N/A,2,120+,5,English,1,Stanford REP,"Yes,  I have been in the REP before and this is my original REP account",5,Real Estate Agent,4,14,4,2,7,1,1,1,0,0,0,2,3.33,Nurse,4,4,8,N/a,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,8/27/1989,7,27,The Philippines,The Philippines,Indonesia,Indonesia,CA,2,2,2,2,2,2,4,Filipino,4,Indonesian and Chinese,1,2,2,10,5,[Decline to Answer],7,1,1,1,1,7,7,7,4,4,4,2,5,2,2,2,2,2,6,7,7,7,1,6,1,1,1,2,5,6,5,2,1,3,2,Someone who is older or more experienced than you who provides guidance,Emotional support,Professional goals,1,Emotional support and validation.,2,1,1,1,2,1,1,1,1,,1,,1,7,1
67672,Sum17,7/3/2017 11:56,7/3/2017 12:28,32,1,1,2,4,Psychology,5,5,5,1,n/a,1,2,1,0,1,6,n/a,1,78,5,english,1,REP at Foothill,"Yes,  I have been in the REP before and this is my original REP account",3,Sheet Metal Worker,6,10,5,2,14,3,1,0,0,0,0,2,3.12,Librarian,4,1,8,n/a,7,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/2/1997,6,20,"Slidell, LA, USA","Slidell, LA, USA","Torrance, CA, USA","Long Beach, CA, USA",CA,1,2,2,2,2,2,1,n/a,1,n/a,1,2,2,10,3,[Decline to Answer],4,1,1,1,1,7,7,6,3,2,2,1,6,2,2,2,1,2,3,7,7,7,1,6,1,1,1,1,1,7,7,1,1,3,1,Someone who helps a younger person make good career or skill choices and has the other person's best interest at heart,"College and career insight, as well as advice and help with my direction.",successfully transferring into a good 4 year college and deciding on a career,2,no,2,2,1,1,1,2,3,3,2,2,2,7,4,7,4
67963,Sum17,7/6/2017 19:06,7/6/2017 19:24,18,1,1,4,5,Accounting,3,3,3,0,N/a,0,4,1,0,1,2,N/A,2,70,3,Spanish,0,N/a,"Yes,  I have been in the REP before and this is my original REP account",1,Maintenance,1,10,2,1,14,1,1,0,0,0,0,2,3,Prep cook,4,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,6/11/1995,5,22,Mexico,Mexico,Mexico,Mexico,CA,2,2,2,2,2,2,3,N/A,3,N/A,6,2,2,5,3,[Decline to Answer],4,1,5,3,4,4,4,4,4,4,4,3,4,2,2,2,2,2,6,5,5,4,3,3,4,6,4,4,4,4,4,3,1,5,2,guide,advise,not sure,2,[Decline to Answer],2,2,3,4,5,4,4,5,4,5,3,4,4,3,4
68131,Sum17,7/4/2017 0:01,7/4/2017 0:50,49,1,1,2 years,3,psychology.,4,4,4,1,N/A,0,6,1,0,1,7,Catholic,2,56,4,Spanish,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",1,Works at apple as a janitorial supervisor.,2,7,4,2,3,2,1,0,0,0,0,2,4,Prudential Overall Supply,2,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,11/27/1995,6,21,"Lagos de Moreno, Jalisco, M?©xico","Lagos de Moreno, Jalisco, M?©xico","Lagos de Moreno, Jalisco, M?©xico","Lagos de Moreno, Jalisco, M?©xico",CA,2,2,2,2,2,2,3,Mexican,3,Mexican,2,1,2,10,3,N/A,5,1,6,4,5,6,6,7,6,6,6,1,6,2,2,2,2,2,3,6,5,5,1,6,5,2,2,2,2,6,6,2,2,6,1,a person that shares there knowledge and experiences to an individual,the knowledge of something I wanted to learn about,how to improve my self and the knowledge of my surroundings,1,benefits I received is the experience to learn from someone that is doing what I am working hard for. A lot of my goals was to end the mentorship by being able to get a better understanding of the field that my mentor was in.,3,2,5,5,5,5,4,7,5,2,4,4,5,6,5
68413,Sum17,7/5/2017 11:19,7/5/2017 11:50,31,1,1,2 years,3,Nursing,3,3,3,0,N/A,1,4,1,0,1,1,N/A,1,56.5,4,English,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",5,IT Manager,4,13,5,2,14,1,1,0,0,0,0,2,3,Accountant,4,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,4/15/1997,6,20,Vietnam,Vietnam,Cambodia,Cambodia,CA,2,2,2,2,2,2,4,Vietnamese,4,Cambodian,2,1,2,10,3,[Decline to Answer],6,1,4,3,4,5,4,4,4,4,4,4,4,2,2,2,2,2,3,5,4,4,3,5,3,4,5,3,4,5,4,5,1,5,1,Someone you can reflect off,Experience,professional  and not too strict,2,[Decline to Answer],2,2,4,4,4,3,5,3,5,4,4,4,4,4,4
70333,Sum17,7/5/2017 23:34,7/5/2017 23:43,9,0,1,4,4,speech,3,3,3,0,na,1,8,5,0,1,7,catholic,2,70,3,[Decline to Answer],0,[Decline to Answer],"Yes,  I have been in the REP before and this is my original REP account",3,idk,3,6,3,2,6,1,0,0,0,0,0,2,3.22,caregiver,3,9,8,na,7,na,na,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/15/1995,7,22,peru lima,[Decline to Answer],peru lima,peru lima,CA,2,2,2,2,2,2,3,na,3,na,2,1,2,10,7,[Decline to Answer],6,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,2,[Decline to Answer],[Decline to Answer],[Decline to Answer],2,[Decline to Answer],2,1,6,4,3,4,4,4,6,4,4,4,4,3,4
70429,Sum17,7/3/2017 18:13,7/3/2017 18:35,22,1,1,2,7,Nursing,3,3,2,1,N/A,1,3,1,0,1,1,N/A,1,49,5,N/A,0,N/A,"Yes,  I have been in the REP before and this is my original REP account",2,Welder,2,8,3,1,7,1,1,0,0,0,0,2,2.9,care taker,4,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/21/1993,6,24,Vietnam,Vietnam,Vietnam,Vietnam,CA,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,1,3,N/A,3,1,1,1,1,7,7,7,6,5,3,1,6,2,2,2,2,3,4,2,6,5,1,5,1,3,1,5,6,6,3,2,2,7,2,Someone who teaches and guides you.,The knowledge that the mentor have gained through their journey.,Success and happiness.,2,N/A,2,2,1,2,2,2,2,2,2,4,6,4,4,5,4
70543,Sum17,6/26/2017 19:58,6/26/2017 20:40,42,1,0,0,1,I plan to be a biology major,5,5,5,1,N/A,1,3,6,0,1,6,N/A,1,3,5,English,0,N/A,"Yes, this is my first time in the REP",5,GIS IT Analyst,5,8,4,2,14,1,1,0,0,0,0,0,4,Financial Analyst,2,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,4/22/2001,6,16,Hong Kong,Hong Kong,Hong Kong,Hong Kong,CA,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,10,1,N/A,6,1,4,4,1,7,7,6,2,2,2,1,4,2,2,2,2,2,2,7,7,6,1,5,2,2,3,6,6,6,4,2,2,5,2,"Someone with more wisdom or experience who guides another person, who usually lacks that wisdom or experience, in order to help them.",Feeling like I received the help and guidance that I needed,"Improving myself or my life in some way, whether that be my career or well-being",1,I receive advice and guidance towards the path that I want to take in my career/future. Some benefits are that I do not make the same mistakes as they have and I know I can count on somebody if I need help.,2,2,2,4,3,3,3,4,1,2,4,7,5,4,5
70807,Sum17,7/6/2017 15:25,7/6/2017 15:36,11,1,1,3,4,Psychology,5,5,5,1,n/a,1,4,1,0,1,4,n/a,1,100,5,[Decline to Answer],0,[Decline to Answer],"Yes,  I have been in the REP before and this is my original REP account",7,engineer,7,8,4,2,14,1,1,0,0,0,0,2,3.2,housemaker,4,9,8,n/a,7,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,4/9/1996,6,21,usa,[Decline to Answer],usa,usa,ca,2,2,2,2,2,2,6,n/a,6,n/a,3,2,2,10,3,[Decline to Answer],5,1,4,4,4,4,4,4,5,5,5,3,5,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,2,[Decline to Answer],[Decline to Answer],[Decline to Answer],2,[Decline to Answer],2,2,2,3,3,3,6,7,4,2,3,2,3,3,3
71407,Sum17,6/28/2017 14:41,6/28/2017 15:17,36,1,1,1,3,Psychology (School Psychology),5,5,5,1,N/A,1,8,6,0,1,6,N/A,1,28.5,5,English,1,Online,"Yes,  I have been in the REP before and this is my original REP account",7,N/A,5,6,3,2,14,1,1,0,0,0,0,2,3.786,Project Coordinator,3,7,8,N/A,7,N/A,White and Pacific Islander,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,11/26/1998,6,18,"Redwood City, CA, USA","San Jose, CA, USA",Philippines,Philippines,CA,1,2,2,2,2,2,1,"German, English, Norwegian, Swedish and Scottish",4,N/A,2,1,1,10,3,[Decline to Answer],4,1,1,2,2,6,6,3,5,5,5,1,5,2,1,2,2,2,5,7,5,5,1,5,1,1,2,5,5,5,3,2,1,5,2,"Someone that guides someone else on the path most suitable for them, but also pushes them to do things slightly out of their comfort zone.",The idea that I am not alone and that I can do anything I set my mind to.,Boosting my self-confidence and increase my willingness to not be afraid to put myself out there/go get what i want.,2,[Decline to Answer],2,1,1,1,4,5,2,4,4,5,4,2,4,4,3
